state,dialog
840,I T I T I 500 I T A I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
841,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
842,I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
843,I T I T I 500 A I T I T R R R P P P P 200 P 200 I 200 P 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
844,I T I T I 500 A I T I T S S S S S P S P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
845,I T I T I 500 A I T I T I I T T R R R R P R P P R R P R P P P P 200 P P 200 P 200 P 200 P 200 P 200 P 200 P 200 I 200 I 200 C C 200 I 200 I 200 A A A I 487 A A B B B B B 200 B 200 B 200 B 200
846,I I T T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
847,I T I 407 A I T I T I 500 A I T I T S S S P P P 200 P P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
848,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 I 200 P 200 I 200 P 200 I 200 P 200 A A A A B B B B 200 B 200 B 200
849,I T I 407 A I T I T I 500 A I T I T I 486 I 486 A A I 486 A
850,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
851,I T I 407 A I T I T I 500 I T A I T S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
852,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
853,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
854,I T I T I 500 A I T I T S S S P P P P 200 P 200 P P 200 P 200 R R R P P P P P 200 P 200 P 200 I 200 I 200 P 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
855,I T I T I 500 A I T I T I 500 I T A I 486 A I 486 A S P P 200 C C 200 I 487 A
856,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
857,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C 200 C C C 200 C 200 I 487 A I 487 A I 487 A
858,I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
859,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
860,I T I T S P P P 200 S P 200 I 200 I 200 A A B B B 200 B 200
861,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C C 200 C 200 I 487 A I 487 A I 487 A I 487 A
862,I T I T I 500 A I T I T I 500 I T I T I A T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
863,I T I T I 500 A I T I T R R R P P P P P 200 I 200 P 200 P 200 I 200 P 200 I 200 A A A A B B B B 200 B 200 B 200
864,I T I 407 A I I T T I 500 I T A I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
865,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
866,I T I 407 A I T I T I 500 I T A I T R R R P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
867,I T I T I 500 I T A I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
868,I T I 407 A I I T T I 500 I T A I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
869,I T I 407 A I I T T I 500 A I T I T I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
870,I T I T R R P P P 200 P 200 I 200 I 200 A A U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
871,I T I T I 500 A I T I T R R R I 200 I 200 P I 200 P P P 200 P 200 A P 200 A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
872,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
873,I I T I 500 A T I T I T I 500 I T I T I A T I 408 A I 408 A S S S P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 408 A I 408 A I 487 A
874,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
875,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
876,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
877,I I T T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
878,I T I T I 500 A I T I T W W W P P P P P 200 P 200 P 200 P 200 R R R I 200 I 200 P I 200 P P P P 200 P 200 P 200 A P 200 A A A B B B B 200 B 200 B 200
879,I T I T I 500 A I I T T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U 200 U U U 200 B B B B B 200 B 200 B 200 B 200
880,I T I 407 A I T I T I 500 A I T I T I 401 A I 401 A I 401 A
881,I T I T I 500 I T W W I T A I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
882,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
883,I T I 407 A I T I T I 500 A I T I T S S S S S P P P P P 200 R R P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A I 200 A A B B B B B 200 B 200 B 200 B 200
884,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
885,I T I T I 500 I A T I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 C A A A C 200 A I 408 A B B B B B 200 B 200 B 200 B 200
886,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B B 200 B B 200 B 200 B 200 B 200
887,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
888,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
889,I T I T I 500 A I I T I T R R T R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
890,I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U U 200 U 200 U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U U U 200 U 200 U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U U U 200 U 200 U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U U U 200 U 200 U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U U U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
891,I T I T I 500 A I T I T R R R P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 R P 200 R P 200 P 200 I 200 R I 200 P I 200 P P P P 200 P 200 P 200 A P 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
892,I T I T R R P P P 200 P 200 I 200 I 200 A I A T I I 200 I 200 A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B 200 B 200
893,I T I T I 500 A I T I T W I W T S S S S P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A I 480 A
894,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
895,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B B 200 B 200 B 200 B 200
896,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 487 A I 487 A I 487 A
897,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 I 487 A A
898,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 C I 487 C 200 A C C 200 I 487 A I 487 A A
899,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 I 200 P 200 I 200 I 200 P 200 A A A A B B B B 200 B 200 B 200
900,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 R P 200 R R R R R R R R R R R R R R R R R I 500 A I 500 A I 500 A
901,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B B 200 B 481 B 200 B 200
902,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
903,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
904,I T I 407 A I I T T I 500 A I T I T R R R R R P P P P P 200 I 200 I 200 P 200 P 200 I 200 A P 200 A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
905,I T I 407 A I I T T I 500 A I T I T S S S P P P R R P 200 P 200 P 200 R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
906,I T I T I 500 I T A I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
907,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
908,I T I T I 500 A I I T I T T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
909,I T I T I 500 A I T I T S S S P P P P P 200 W P 200 P 200 P 200 W W P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
910,I I T I 500 A I T I T T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
911,I I T I 500 A I T T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
912,I T I T I 500 I T A I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
913,I T I T I 500 A I T I T W W W P P P P 200 P 200 P 200 R R R I 200 I 200 P I 200 P P P 200 P 200 A P 200 A A A B B B B 200 B 200 B 200
914,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
915,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
916,I T I T I 500 I T I T I T A R R R R P P P P 200 P P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
917,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
918,I I T I 500 A I T T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
919,I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
920,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
921,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
922,I T I T I 500 A I T W W I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 C A C 200 C C 200 I 487 A I 487 A
923,I T I T I 500 A I T I T R R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
924,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
925,I I T I 500 A T I T I T S S S I 480 A I 480 A I 480 A P P 481
926,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
927,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
928,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
929,I T I 407 A I I T T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B 200 B 200 B B 200
930,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I I T T I I 200 I 200 I 200 I 200 A A A A I T I 407 A I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
931,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
932,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B B 200 B 200 B 200 B 200 B 200
933,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
934,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 C 200 A I 487 A I 487 A
935,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 A I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
936,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
937,I T I T I 500 A I T I T S S S P P P P 200 R P P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
938,I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
939,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
940,I I T I 500 A I T I T T C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
941,I T I T I 500 A I T I T R R R P P P P 200 P 200 R R P 200 R P P P P 200 R R P 200 P 200 R P I 200 I 200 P P P 200 P 200 I 200 A P 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
942,I T I T I 500 I A T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 C C 200 C A C 200 I 487 A I 487 A
943,I T I T I 500 A I T I T R R R P P P P 200 P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200 B B 200
944,I T I 407 A I T I T I 500 A I T I T S S S P P S S P P P 200 R R P 200 P 200 R R P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A I 200 A A A A B B B B 200 B 200 B 200
945,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
946,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
947,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
948,I I T T I 500 A I T I T I 500 I T I T I T A R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
949,I T I 407 A I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
950,I T I T I 500 I T I T I T A R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
951,I T I T I 500 A I T I T I T R R P R R P P P P 200 P 200 P 200 P 200 I 200 A I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
952,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
953,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
954,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S S P 200 P P P P 200 P 200 P 200 S S S P P P P 200 P 200 S S P 200 S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
955,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
956,I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
957,I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
958,I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
959,I T I T I 500 I A T W W I T I T I 486 A I 486 A I 486 A I 486 A
960,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
961,I T I 407 A I T I T I 500 A I T I T R R R R R P P P P 200 P 200 R P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
962,I T I 407 A I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
963,I T I T I 500 A I T I T W W W P P P P 200 P 200 P 200 W W W P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
964,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P I 200 I 200 P 200 P 200 I 200 P 200 A A A A B B B B 200 B 200 B 200
965,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
966,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
967,I T I T I 500 A I T I T I 486 I 486 A A I 486 A
968,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B B 200 B 200 B 200 B 200 B 200
969,I T I T I 500 A I T T I R R R R R P P R P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
970,I T I T I 500 A I T W I W T I T S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 C C 200 C A C 200 I 487 A I 487 A
