state,dialog
971,I T I T I 500 I I T I T A T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
972,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U U 200 U 200 B B B B B B 200 B 200 B 200 B 200
973,I T I 407 A I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
974,I T I T I 500 A I T I T S S S P P P P 200 W W P 200 P 200 W P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
975,I T I T I 500 I T A I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
976,I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
977,I T I 407 A I T I T I 500 A I T I T I 500 A I 500 A I 500 A
978,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
979,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S I 200 I 200 P P P P P 200 I 200 P 200 P 200 P 200 A A A A B B B B B 200 B 200 B 200 B 200
980,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
981,I T I T I 500 A I T I T R R R P P P P P 200 I 200 I 200 P 200 P 200 I 200 A P 200 A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
982,I T I T I 500 A I T W W I T I T I 500 A I T I T I T R R R R R R P P P P P P P 200 P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 C C 200 A C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
983,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
984,I T I T I 500 A I T I T W W I T S S S S P P P P P 200 P 200 S P 200 P 200 S S S P P P P P 200 S P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P R P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A I 487 A
985,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
986,I T I T I 500 A I T I T I T I 486 I 486 A I 486 A I 486 A A
987,I T I T I 500 A I T I T S S S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 U U U U 200 U 200 U U 200 I 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
988,I T I T I 500 A I T I T S S S P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
989,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
990,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
991,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
992,I T I 407 A I I T I 500 A T I T I T I 401 A I 401 A I 401 A
993,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
994,I T I 407 A I I T I 500 A T I T I T I 486 A I 486 A I 486 A
995,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
996,I T I T S S P P P 200 P 200 S S P P P 200 P 200 R R P P P 200 P 200 I 200 I 200 A A U U U 200 U 200 B B B 200 B 200
997,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
998,I I T I 500 A I T I T T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
999,I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1000,I T I T I 500 A I T I T S S S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1001,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C 200 C C C 200 C 200 I 487 A I 487 A I 487 A
1002,I T I T I 500 A I T I T R R R I 200 I 200 I 200 P P P P P 200 P 200 P 200 P 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
1003,I T I T S S S S C C 200 C C 200 I 487 A I 487 A
1004,I T I T I 500 A I T I T S S S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1005,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 500 U 500 B B B B B 200 B 200 B 200 B 200
1006,I I T I 500 A I T T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1007,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1008,I T I T I 500 A I T I T R R R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1009,I T I T I 500 A I I T I C C 200 T C C C 200 T C C 200 I 487 C 200 A I 487 A R R I 487 A I 487 A
1010,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1011,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1012,I I T I 500 A T I T I T S S S P P P P P 200 R P 200 P 200 P 200 R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1013,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1014,I T I 407 A I I T I 500 A I T I T T S S S P P P P P 200 P 200 P 200 P 200 R R R I 480 A I 480 A P I 480 A P 481
1015,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1016,I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1017,I T I T R R P P P 200 P 200 I 200 I 200 A A B B B 408 B 200
1018,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1019,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
1020,I T I 407 A I T I T I 500 A I T I T S S S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P R R P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1021,I T I 407 A I T I T I 500 I T A I T I 404 A I 404 A S P P P 200 P 200 C C 200 I 404 A
1022,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
1023,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1024,I I T T I 500 A I T I T R R R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
1025,I T I 407 A I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U 200 U 200 U U 200 U U U U U 200 U 200 U 200 U 200 U U 200 B B B B B 200 B 200 B 200 B 200
1026,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
1027,I T I 407 A I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C C 200 C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1028,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A C 200 I 487 A
1029,I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1030,I T I 407 A I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
1031,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1032,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 S P 200 S P 200 S P 200 S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1033,I T I T S S P P P 200 P 200 R R P P 200 P P 200 C C 200 C C 200 I 487 I 487 A A
1034,I T I T I 500 I T A I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
1035,I I T T I 500 I T A I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1036,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 P 200 P 200 P 200 R R R R I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1037,I T I T I 500 A I T I T W W I T S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C I 487 A I 487 C 200 I 487 A I 487 A A
1038,I T I T R R P P P 200 P 200 I 200 I 200 A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B 200 B 200
1039,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 W W W P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
1040,I T I 407 A I I T I 500 A I T T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U U U 200 U 200 U U 200 B B B B B B 200 B 200 B 200 B 200 B 200
1041,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1042,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 C 200 A I 487 A
1043,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1044,I T I 407 A I T I T I 500 A I T I T I 404 A I 404 A S P P P 200 P 200 I 404 A
1045,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1046,I T I T I 500 A I I T T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A I 487 A
1047,I T I 407 A I T I T I 500 I T A I T I 484 A I 484 A I 484 A
1048,I I T I 500 T A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
1049,I T I T I 500 A I T I T R R I 200 I 200 R I 200 P P P P P 200 P 200 P 200 P 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
1050,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A I T I T I T I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1051,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B B 200 B 200 B 200
1052,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1053,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1054,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1055,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1056,I T I 407 A I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1057,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1058,I T I T I 500 A I T I T W W I T S S S S P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1059,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1060,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1061,I I T I 500 A I T T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1062,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 I 200 I 200 P 200 P 200 I 200 P 200 A A A A B B B B 200 B 200 B 200
1063,I T I 407 A I I T T I 500 A I T I T I 486 A I 486 A I 486 A
1064,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1065,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1066,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B B 200 B 200
1067,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 486 A I 486 A I 486 A
1068,I T I 407 A I T I T I 500 A I T I T I 500 A I I T T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
1069,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
1070,I T I T I 500 A I T I T I 500 A I T I T I T I R R R R R P P P P T P P 200 P 200 P 200 P 200 P 200 I 408 A I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
1071,I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1072,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 I 200 I 200 P 200 I 200 P 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1073,I I T I 500 A I T T I T I 486 A I 486 A I 486 A
1074,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1075,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C C 200 C 200 I 487 A I 487 A I 487 I 487 A A
1076,I T I 407 A I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1077,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1078,I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 500 A I 500 A I 500 A
1079,I T I 407 A I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
1080,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1081,I I T I 500 A T I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1082,I T I T I 500 A I T W W I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1083,I T I T I 500 A I T I T I 500 I T I T I T A R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A I T I T I T I T I I 200 I 200 I 200 I 200 A A A A I I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B B 200 B 200 B 200 B 200 B 200
1084,I I T I 500 A I T I T T S S S P P P P 200 S S P 200 P 200 S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1085,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1086,I T I 407 A I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1087,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1088,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200 B 200
1089,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1090,I T I T I 500 A I I T I T T I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B B 481 B 481 B 200 B 200
1091,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1092,I T I T I T R R R P P 200 I 200 I 200 I 200 A B B 200
1093,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1094,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 481 B 481 B 481 B 200 B 200 B 200
1095,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U 200 U U 200 U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
1096,I T I T I 500 A I T I W T W I T S S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1097,I T I 407 A I I T I 500 A I T T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1098,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
